Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
YDQE22DZ,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22DZ,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22E,"Did you start doing these things again more than a year ago that is, before [[NAME EVENT]/[NAME CURRENT MONTH] of last year]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22E,"Did you start doing these things again more than a year ago that is, before [[NAME EVENT]/[NAME CURRENT MONTH] of last year]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22Y,You said that in the last year you [NAME [ ] SYMPTOMS IN YDQE10--YDQE19].<p> How old were you the first time you ever did things like that?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22Y,You said that in the last year you [NAME [ ] SYMPTOMS IN YDQE10--YDQE19].<p> How old were you the first time you ever did things like that?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22z,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE22z,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE23,"You said that in the last year <i> ([you were thin/other people worried that you were too thin] and also that) </i> you [NAME < > AND [ ] SYMPTOMS IN YDQE10--YDQE19].<p> Now I'd like you to think back to the time in the last year when doing things to keep from gaining weight caused the most problems.<p> At that time, did your [CARETAKERS] seem annoyed or upset with you because the things you did to keep from gaining weight?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE23,"You said that in the last year <i> ([you were thin/other people worried that you were too thin] and also that) </i> you [NAME < > AND [ ] SYMPTOMS IN YDQE10--YDQE19].<p> Now I'd like you to think back to the time in the last year when doing things to keep from gaining weight caused the most problems.<p> At that time, did your [CARETAKERS] seem annoyed or upset with you because the things you did to keep from gaining weight?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE23A,"How often did your [CARETAKERS] seem annoyed or upset with you? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE23A,"How often did your [CARETAKERS] seem annoyed or upset with you? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE24,"At that time, did doing things so you wouldn't gain weight keep you from doing things or going places with your family?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE24,"At that time, did doing things so you wouldn't gain weight keep you from doing things or going places with your family?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE24A,"How often did this keep you from doing things or going places with your family? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE24A,"How often did this keep you from doing things or going places with your family? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE25,"At that time, did doing things so you wouldn't gain weight keep you from doing things or going places with other [children/people your age]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE25,"At that time, did doing things so you wouldn't gain weight keep you from doing things or going places with other [children/people your age]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE25A,"How often did the way you ate keep you from doing things or going places with other [children/people your age]? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE25A,"How often did the way you ate keep you from doing things or going places with other [children/people your age]? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE26,"When the problems were worst, did doing things to keep from gaining weight [make it difficult for you to do your schoolwork or cause problems with your grades/make it difficult for you to do your work]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE26,"When the problems were worst, did doing things to keep from gaining weight [make it difficult for you to do your schoolwork or cause problems with your grades/make it difficult for you to do your work]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE26A,"How bad were the problems you had with your [schoolwork/work] because of the way you ate? Would you say: very bad, bad, or not too bad?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE26A,"How bad were the problems you had with your [schoolwork/work] because of the way you ate? Would you say: very bad, bad, or not too bad?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE27,"At that time, did doing things to keep from gaining weight cause your [teachers/boss] to be annoyed or upset with you?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE27,"At that time, did doing things to keep from gaining weight cause your [teachers/boss] to be annoyed or upset with you?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE27A,"How often [were/was] your [teachers/boss] annoyed or upset with you? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE27A,"How often [were/was] your [teachers/boss] annoyed or upset with you? Would you say: a lot of the time, some of the time, or hardly ever?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE28,"When the problems were worst, did the things you did to keep from gaining weight make you feel bad or make you feel upset?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE28,"When the problems were worst, did the things you did to keep from gaining weight make you feel bad or make you feel upset?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE28A,"How bad did these things make you feel? Would you say: very bad, bad, or not too bad?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE28A,"How bad did these things make you feel? Would you say: very bad, bad, or not too bad?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE29,"In the last year that is, since [NAME CURRENT MONTH] of last year have you been to see someone at a hospital or a clinic or at their office because you [NAME < > AND [ ] YDQE10--YDQE19]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE29,"In the last year that is, since [NAME CURRENT MONTH] of last year have you been to see someone at a hospital or a clinic or at their office because you [NAME < > AND [ ] YDQE10--YDQE19]?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE29A,Do you have an appointment set up to see someone because you do [this/these things]?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE29A,Do you have an appointment set up to see someone because you do [this/these things]?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31,"You told me that in the last year you [NAME < > AND [ ] SYMPTOMS IN YDQE10--YDQE19]. <p>  Now I want you to think back to before the last year...since the time you turned five years old up until the last twelve months.<p> Since you turned five years old, was there ever a time when you or other people were more worried about your weight or about things you were doing to keep from gaining weight than the last year?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31,"You told me that in the last year you [NAME < > AND [ ] SYMPTOMS IN YDQE10--YDQE19]. <p>  Now I want you to think back to before the last year...since the time you turned five years old up until the last twelve months.<p> Since you turned five years old, was there ever a time when you or other people were more worried about your weight or about things you were doing to keep from gaining weight than the last year?",YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31AY,How old were you when you or other people were most worried about this?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31AY,How old were you when you or other people were most worried about this?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31AZ,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQE31AZ,What grade were you in?,YDQE,Mental Health - Eating Disorders - Youth,2000,2004,Questionnaire,RDC Only
SEQN,Respondent sequence number.,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
SEQN,Respondent sequence number.,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcam,Repeated passage of feces M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcam,Repeated passage of feces M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcay,Repeated passage of feces Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcay,Repeated passage of feces Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcbm,One a month for 3 months M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcbm,One a month for 3 months M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcby,One a month for 3 months Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcby,One a month for 3 months Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLccm,Age is at least 4 years M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLccm,Age is at least 4 years M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLccy,Age is at least 4 years Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLccy,Age is at least 4 years Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcdm,Not due to substance or medical condition,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcdm,Not due to substance or medical condition,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcdy,Not due to substance or medical condition Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcdy,Not due to substance or medical condition Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA1,Encopresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA1,Encopresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA2,Encopresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA2,Encopresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA3,Encopresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA3,Encopresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA4,"Encopresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA4,"Encopresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA5,Encopresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA5,Encopresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA6,Encopresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIA6,Encopresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC1,Encopresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC1,Encopresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC2,Encopresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC2,Encopresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC3,Encopresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC3,Encopresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC4,"Encopresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC4,"Encopresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC5,Encopresis: Severe rating --conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC5,Encopresis: Severe rating --conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC6,Encopresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCIC6,Encopresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcm,Past month: diagnosis for encopresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcm,Past month: diagnosis for encopresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIA,Encopresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIA,Encopresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIB,Encopresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIB,Encopresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIC,Encopresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLCNIC,Encopresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcw,Encopresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcw,Encopresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcy,Past year: diagnosis for encopresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLcy,Past year: diagnosis for encopresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdam,Repeated voiding D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdam,Repeated voiding D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLday,Repeated voiding D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLday,Repeated voiding D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdbm,Frequency of twice a week for 3 months or distress D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdbm,Frequency of twice a week for 3 months or distress D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdby,Frequency of twice a week for 3 months or distress D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdby,Frequency of twice a week for 3 months or distress D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdcm,Age is at least 5 years D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdcm,Age is at least 5 years D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdcy,Age is at least 5 years D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdcy,Age is at least 5 years D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLddm,Not due to substance or medical condition D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLddm,Not due to substance or medical condition D M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLddy,Not due to substance or medical condition D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLddy,Not due to substance or medical condition D Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA1,Diurnal Enuresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA1,Diurnal Enuresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA2,Diurnal Enuresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA2,Diurnal Enuresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA3,Diurnal Enuresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA3,Diurnal Enuresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA4,"Diurnal Enuresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA4,"Diurnal Enuresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA5,Diurnal Enuresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA5,Diurnal Enuresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA6,Diurnal Enuresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIA6,Diurnal Enuresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC1,Diurnal Enuresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC1,Diurnal Enuresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC2,Diurnal Enuresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC2,Diurnal Enuresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC3,Diurnal Enuresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC3,Diurnal Enuresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC4,"Diurnal Enuresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC4,"Diurnal Enuresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC5,Diurnal Enuresis: Severe rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC5,Diurnal Enuresis: Severe rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC6,Diurnal Enuresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIC6,Diurnal Enuresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIMB,Diurnal Enuresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDIMB,Diurnal Enuresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdm,Past month: diagnosis for diurnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdm,Past month: diagnosis for diurnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIA,Diurnal Enuresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIA,Diurnal Enuresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIB,Diurnal Enuresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIB,Diurnal Enuresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIC,Diurnal Enuresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDMIC,Diurnal Enuresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDNIC,Diurnal Enuresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDNIC,Diurnal Enuresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDNMA,Diurnal Enuresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDNMA,Diurnal Enuresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdy,Past year: diagnosis for diurnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLdy,Past year: diagnosis for diurnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIA,Diurnal Enuresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIA,Diurnal Enuresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIB,Diurnal Enuresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIB,Diurnal Enuresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIC,Diurnal Enuresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLDYIC,Diurnal Enuresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA1,Nocturnal Enuresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA1,Nocturnal Enuresis: Intermediate rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA2,Nocturnal Enuresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA2,Nocturnal Enuresis: Intermediate rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA3,Nocturnal Enuresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA3,Nocturnal Enuresis: Intermediate rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA4,"Nocturnal Enuresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA4,"Nocturnal Enuresis: Intermediate rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA5,Nocturnal Enuresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA5,Nocturnal Enuresis: Intermediate rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIA6,Nocturnal Enuresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
